Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor_Bruto;Tipo Agregado
Apartamento;Vila Isabel;2;1;0;60;1400.0;349.0;46.0;1749.0;Apartamento
Apartamento;Leblon;3;0;3;170;10000.0;1200.0;590.0;11200.0;Apartamento
Apartamento;Lagoa;1;1;0;70;3000.0;1135.0;260.0;4135.0;Apartamento
Apartamento;Jardim Botânico;1;1;1;60;2500.0;1400.0;110.0;3900.0;Apartamento
Apartamento;Ipanema;4;2;1;230;6500.0;2800.0;674.0;9300.0;Apartamento
Apartamento;Copacabana;2;0;0;63;2000.0;687.0;67.0;2687.0;Apartamento
Apartamento;Flamengo;4;0;0;290;9000.0;1800.0;710.0;10800.0;Apartamento
Apartamento;Barra da Tijuca;4;3;1;144;5000.0;1632.0;355.0;6632.0;Apartamento
Apartamento;Cidade Nova;4;0;0;110;1300.0;;;;Apartamento
Apartamento;Barra da Tijuca;2;2;1;100;5000.0;1100.0;2000.0;6100.0;Apartamento
Apartamento;Copacabana;3;0;1;189;2500.0;1406.0;290.0;3906.0;Apartamento
Apartamento;Bonsucesso;2;0;0;49;980.0;350.0;;1330.0;Apartamento
Apartamento;Laranjeiras;3;1;1;130;4000.0;1400.0;212.0;5400.0;Apartamento
Apartamento;Tijuca;1;1;0;64;1850.0;738.0;123.0;2588.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;115;4500.0;2450.0;460.0;6950.0;Apartamento
Apartamento;Copacabana;1;0;1;22;1500.0;490.0;37.0;1990.0;Apartamento
Apartamento;Vila Valqueire;3;1;0;97;1700.0;330.0;1.0;2030.0;Apartamento
Apartamento;Praça da Bandeira;1;0;0;55;1300.0;150.0;36.0;1450.0;Apartamento
Apartamento;Leblon;3;1;0;90;4450.0;900.0;200.0;5350.0;Apartamento
Apartamento;Ipanema;3;2;1;200;9900.0;1200.0;500.0;11100.0;Apartamento
Apartamento;Recreio dos Bandeirantes;1;0;0;50;900.0;100.0;62.0;1000.0;Apartamento
Apartamento;Oswaldo Cruz;1;1;0;50;650.0;227.0;;877.0;Apartamento
Apartamento;Santa Teresa;2;0;0;95;2000.0;230.0;;2230.0;Apartamento
Apartamento;Copacabana;3;0;1;120;4000.0;1400.0;298.0;5400.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;80;1400.0;950.0;100.0;2350.0;Apartamento
Apartamento;Ipanema;3;0;0;85;3500.0;895.0;223.0;4395.0;Apartamento
Apartamento;Barra da Tijuca;3;3;3;150;4800.0;1000.0;;5800.0;Apartamento
Apartamento;Gávea;3;0;1;112;3000.0;1096.0;;4096.0;Apartamento
Apartamento;Tijuca;3;2;1;180;1500.0;2000.0;284.0;3500.0;Apartamento
Apartamento;Copacabana;4;1;0;230;5000.0;1850.0;510.0;6850.0;Apartamento
Apartamento;Barra da Tijuca;4;2;1;300;9000.0;3200.0;1200.0;12200.0;Apartamento
Apartamento;Vila Kosmos;2;0;0;65;1000.0;250.0;;1250.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;83;1800.0;1400.0;;3200.0;Apartamento
Apartamento;Taquara;2;1;0;50;1200.0;300.0;13.0;1500.0;Apartamento
Apartamento;Laranjeiras;3;0;0;108;2600.0;810.0;;3410.0;Apartamento
Apartamento;Gávea;4;1;1;132;5500.0;1660.0;391.0;7160.0;Apartamento
Apartamento;São Cristóvão;2;1;0;80;1500.0;438.0;125.0;1938.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;72;2000.0;1060.0;266.0;3060.0;Apartamento
Apartamento;Ipanema;3;1;2;100;7000.0;800.0;174.0;7800.0;Apartamento
Apartamento;Ipanema;2;1;0;68;2700.0;750.0;86.0;3450.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;95;2500.0;1180.0;2096.0;3680.0;Apartamento
Apartamento;Andaraí;1;1;0;60;1400.0;510.0;51.0;1910.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;78;3000.0;900.0;145.0;3900.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;160;1850.0;1450.0;180.0;3300.0;Apartamento
Apartamento;Humaitá;3;2;1;100;4300.0;1545.0;297.0;5845.0;Apartamento
Apartamento;Jardim Sulacap;2;1;0;56;830.0;270.0;;1100.0;Apartamento
Apartamento;Ipanema;2;1;1;60;10000.0;2000.0;3600.0;12000.0;Apartamento
Apartamento;Engenho de Dentro;2;0;0;65;800.0;285.0;;1085.0;Apartamento
Apartamento;Botafogo;1;1;1;60;3800.0;1275.0;80.0;5075.0;Apartamento
Apartamento;Ipanema;3;1;1;140;7300.0;2900.0;500.0;10200.0;Apartamento
Apartamento;Copacabana;2;1;0;80;3500.0;1100.0;101.0;4600.0;Apartamento
Apartamento;Botafogo;4;2;3;161;4500.0;2298.0;501.0;6798.0;Apartamento
Apartamento;Copacabana;2;0;1;70;4900.0;1500.0;550.0;6400.0;Apartamento
Apartamento;Ipanema;3;1;2;110;10000.0;750.0;230.0;10750.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;84;2000.0;750.0;205.0;2750.0;Apartamento
Apartamento;Ipanema;3;2;1;140;5000.0;2500.0;600.0;7500.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;225;7600.0;2800.0;530.0;10400.0;Apartamento
Apartamento;Ipanema;3;0;1;110;6000.0;1050.0;320.0;7050.0;Apartamento
Apartamento;Copacabana;1;1;0;70;2500.0;765.0;;3265.0;Apartamento
Apartamento;Leme;2;0;0;88;3000.0;715.0;225.0;3715.0;Apartamento
Apartamento;Colégio;2;0;1;90;1000.0;;;;Apartamento
Apartamento;Barra da Tijuca;4;4;4;170;5900.0;918.0;6487.0;6818.0;Apartamento
Apartamento;Lagoa;3;2;1;117;7500.0;977.0;456.0;8477.0;Apartamento
Apartamento;Irajá;2;0;0;65;1000.0;260.0;;1260.0;Apartamento
Apartamento;Oswaldo Cruz;2;0;0;55;930.0;140.0;;1070.0;Apartamento
Apartamento;Laranjeiras;3;1;0;100;3500.0;785.0;115.0;4285.0;Apartamento
Apartamento;Barra da Tijuca;3;3;3;127;6900.0;2740.0;648.0;9640.0;Apartamento
Apartamento;Gávea;2;0;0;84;2700.0;768.0;132.0;3468.0;Apartamento
Apartamento;Lagoa;3;1;1;104;4500.0;1382.0;337.0;5882.0;Apartamento
Apartamento;Copacabana;1;0;0;36;1400.0;720.0;70.0;2120.0;Apartamento
Apartamento;Botafogo;3;2;1;120;3500.0;1150.0;264.0;4650.0;Apartamento
Apartamento;Lagoa;3;2;1;117;4900.0;1217.0;648.0;6117.0;Apartamento
Apartamento;Icaraí;4;3;2;150;2300.0;1917.0;;4217.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;0;0;58;1100.0;440.0;39.0;1540.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;145;4500.0;1500.0;380.0;6000.0;Apartamento
Apartamento;Ipanema;3;1;1;240;10000.0;2810.0;519.0;12810.0;Apartamento
Apartamento;Copacabana;2;1;0;67;2300.0;757.0;152.0;3057.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;93;2500.0;1350.0;250.0;3850.0;Apartamento
Apartamento;Pechincha;2;1;1;69;1350.0;707.0;73.0;2057.0;Apartamento
Apartamento;Ipanema;3;1;1;150;4800.0;1400.0;252.0;6200.0;Apartamento
Apartamento;Lagoa;2;1;1;110;6900.0;1200.0;230.0;8100.0;Apartamento
Apartamento;Barra da Tijuca;3;2;3;170;6000.0;1700.0;;7700.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;72;1800.0;930.0;212.0;2730.0;Apartamento
Apartamento;Laranjeiras;3;4;1;150;5200.0;1100.0;10.0;6300.0;Apartamento
Apartamento;Centro;1;0;0;40;1300.0;400.0;;1700.0;Apartamento
Apartamento;Copacabana;2;0;1;100;2300.0;1340.0;159.0;3640.0;Apartamento
Apartamento;Barra da Tijuca;2;1;2;83;6500.0;;;;Apartamento
Apartamento;Copacabana;3;1;1;104;3800.0;1115.0;220.0;4915.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;97;1991.0;1050.0;;3041.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;68;2500.0;1300.0;;3800.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;187;3500.0;1500.0;;5000.0;Apartamento
Apartamento;Copacabana;3;1;0;100;4000.0;700.0;180.0;4700.0;Apartamento
Apartamento;Leblon;1;1;0;30;3000.0;411.0;80.0;3411.0;Apartamento
Apartamento;Copacabana;3;1;0;100;3900.0;970.0;110.0;4870.0;Apartamento
Apartamento;Tijuca;2;0;0;80;1700.0;455.0;28.0;2155.0;Apartamento
Apartamento;Centro;1;1;0;52;1500.0;550.0;60.0;2050.0;Apartamento
Apartamento;Urca;2;0;1;100;4400.0;373.0;;4773.0;Apartamento
Apartamento;Botafogo;2;0;0;62;2800.0;790.0;;3590.0;Apartamento
Apartamento;Flamengo;2;1;1;87;2900.0;1400.0;350.0;4300.0;Apartamento
Apartamento;Humaitá;3;1;1;103;4000.0;1100.0;151.0;5100.0;Apartamento
Apartamento;Jardim Sulacap;1;0;0;72;880.0;;13.0;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;85;2100.0;800.0;1900.0;2900.0;Apartamento
Apartamento;Tijuca;2;1;1;87;2800.0;950.0;164.0;3750.0;Apartamento
Apartamento;Copacabana;4;2;1;255;5900.0;1900.0;373.0;7800.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;250;9500.0;3100.0;720.0;12600.0;Apartamento
Apartamento;Ipanema;4;1;3;168;7000.0;2400.0;3067.0;9400.0;Apartamento
Apartamento;Vargem Pequena;2;1;1;70;1800.0;857.0;;2657.0;Apartamento
Apartamento;Santa Teresa;1;0;0;35;800.0;400.0;;1200.0;Apartamento
Apartamento;Barra da Tijuca;3;2;3;104;2600.0;740.0;240.0;3340.0;Apartamento
Apartamento;Ipanema;3;1;1;102;4200.0;2095.0;485.0;6295.0;Apartamento
Apartamento;Flamengo;5;2;1;340;8700.0;2700.0;150.0;11400.0;Apartamento
Apartamento;Leblon;3;2;1;130;6000.0;2360.0;597.0;8360.0;Apartamento
Apartamento;Maria da Graça;2;0;0;74;1100.0;300.0;118.0;1400.0;Apartamento
Apartamento;Centro;1;0;0;60;2000.0;500.0;;2500.0;Apartamento
Apartamento;Barra da Tijuca;4;3;2;224;7600.0;2237.0;768.0;9837.0;Apartamento
Apartamento;Ipanema;2;1;0;82;3500.0;850.0;90.0;4350.0;Apartamento
Apartamento;Leme;3;1;1;100;4800.0;1000.0;200.0;5800.0;Apartamento
Apartamento;Ipanema;1;0;0;35;1600.0;315.0;30.0;1915.0;Apartamento
Apartamento;Copacabana;3;1;1;145;5000.0;1576.0;24.0;6576.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;130;5000.0;2445.0;807.0;7445.0;Apartamento
Apartamento;Copacabana;2;0;0;45;3400.0;;;;Apartamento
Apartamento;Ilha do Governador;1;0;0;45;1000.0;355.0;20.0;1355.0;Apartamento
Apartamento;Lagoa;3;2;1;252;8800.0;1900.0;600.0;10700.0;Apartamento
Apartamento;Barra da Tijuca;2;2;1;168;2199.0;1600.0;;3799.0;Apartamento
Apartamento;Rio Comprido;2;1;1;75;1300.0;850.0;;2150.0;Apartamento
Apartamento;Barra da Tijuca;3;1;1;105;2500.0;1775.0;260.0;4275.0;Apartamento
Apartamento;Guaratiba;2;1;1;50;950.0;;;;Apartamento
Apartamento;Vila Isabel;2;1;1;86;1500.0;834.0;86.0;2334.0;Apartamento
Apartamento;Ipanema;3;1;1;105;4500.0;1427.0;239.0;5927.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;3;144;3500.0;670.0;350.0;4170.0;Apartamento
Apartamento;Jacarepaguá;2;1;1;60;1450.0;500.0;;1950.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;63;1600.0;856.0;111.0;2456.0;Apartamento
Apartamento;Leblon;3;2;0;180;5000.0;3900.0;480.0;8900.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;141;4800.0;1785.0;;6585.0;Apartamento
Apartamento;Centro;2;0;0;75;2500.0;662.0;80.0;3162.0;Apartamento
Apartamento;Copacabana;2;1;2;160;4000.0;1350.0;;5350.0;Apartamento
Apartamento;Jacarepaguá;2;1;1;55;1500.0;450.0;50.0;1950.0;Apartamento
Apartamento;Grajaú;2;1;1;71;980.0;646.0;97.0;1626.0;Apartamento
Apartamento;Ipanema;4;2;1;160;7000.0;1750.0;;8750.0;Apartamento
Apartamento;Ipanema;3;1;1;160;7800.0;1317.0;493.0;9117.0;Apartamento
Apartamento;Tijuca;2;0;0;33;1500.0;641.0;25.0;2141.0;Apartamento
Apartamento;Jardim Botânico;2;1;1;90;4500.0;1500.0;338.0;6000.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;3;300;3200.0;1346.0;;4546.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;78;1200.0;605.0;78.0;1805.0;Apartamento
Apartamento;Barra da Tijuca;1;1;1;67;1600.0;1641.0;358.0;3241.0;Apartamento
Apartamento;Copacabana;1;0;1;40;2800.0;500.0;;3300.0;Apartamento
Apartamento;Jardim Guanabara;1;1;0;65;1550.0;285.0;25.0;1835.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;96;2800.0;1200.0;10.0;4000.0;Apartamento
Apartamento;Vila Isabel;2;1;1;76;1500.0;840.0;71.0;2340.0;Apartamento
Apartamento;Grajaú;2;1;1;76;1300.0;940.0;;2240.0;Apartamento
Apartamento;Estácio;2;1;1;86;1700.0;840.0;120.0;2540.0;Apartamento
Apartamento;Rio Comprido;2;0;0;70;1500.0;240.0;13.0;1740.0;Apartamento
Apartamento;Barra da Tijuca;3;2;3;110;2700.0;1485.0;262.0;4185.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2000.0;990.0;;2990.0;Apartamento
Apartamento;Vila Valqueire;3;2;1;230;4500.0;610.0;2315.0;5110.0;Apartamento
Apartamento;Centro;1;0;0;56;1900.0;917.0;2004.0;2817.0;Apartamento
Apartamento;Maracanã;2;1;0;70;2000.0;600.0;;2600.0;Apartamento
Apartamento;Copacabana;1;0;0;40;1500.0;;;;Apartamento
Apartamento;Copacabana;3;1;1;220;7700.0;;;;Apartamento
Apartamento;Botafogo;3;1;0;94;3000.0;1500.0;153.0;4500.0;Apartamento
Apartamento;Botafogo;3;1;1;105;5700.0;1353.0;281.0;7053.0;Apartamento
Apartamento;Barra da Tijuca;4;2;1;189;8000.0;2200.0;660.0;10200.0;Apartamento
Apartamento;Barra da Tijuca;3;2;2;216;10000.0;3809.0;1366.0;13809.0;Apartamento
Apartamento;Copacabana;1;1;0;50;2500.0;585.0;94.0;3085.0;Apartamento
Apartamento;Copacabana;1;1;0;40;2000.0;580.0;75.0;2580.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;0;2;90;1400.0;900.0;170.0;2300.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;40;3200.0;1680.0;;4880.0;Apartamento
Apartamento;Botafogo;3;1;1;101;4800.0;1340.0;341.0;6140.0;Apartamento
Apartamento;Jardim Botânico;3;2;2;147;4500.0;1496.0;374.0;5996.0;Apartamento
Apartamento;Barra da Tijuca;4;2;1;167;10000.0;2237.0;5700.0;12237.0;Apartamento
Apartamento;Leblon;2;1;2;125;10000.0;1275.0;290.0;11275.0;Apartamento
Apartamento;Ipanema;4;1;1;141;8000.0;1500.0;;9500.0;Apartamento
Apartamento;Humaitá;4;3;2;215;8000.0;2900.0;750.0;10900.0;Apartamento
Apartamento;Botafogo;2;0;1;90;4500.0;940.0;189.0;5440.0;Apartamento
Apartamento;Barra da Tijuca;3;1;2;100;3200.0;1250.0;150.0;4450.0;Apartamento
Apartamento;Ipanema;3;1;1;118;5900.0;980.0;250.0;6880.0;Apartamento
Apartamento;Copacabana;2;0;0;80;2200.0;655.0;100.0;2855.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;86;1400.0;626.0;;2026.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;160;6300.0;1800.0;;8100.0;Apartamento
Apartamento;Copacabana;3;0;0;113;2300.0;1100.0;;3400.0;Apartamento
Apartamento;Copacabana;1;0;1;40;1800.0;168.0;118.0;1968.0;Apartamento
Apartamento;Leblon;2;2;0;100;10000.0;1800.0;;11800.0;Apartamento
Apartamento;Ipanema;3;1;1;176;6500.0;2500.0;350.0;9000.0;Apartamento
Apartamento;Inhaúma;2;1;0;48;800.0;370.0;;1170.0;Apartamento
Apartamento;Copacabana;1;1;1;40;2500.0;748.0;670.0;3248.0;Apartamento
Apartamento;Penha;3;0;0;75;1100.0;185.0;;1285.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2100.0;1269.0;212.0;3369.0;Apartamento
Apartamento;Bonsucesso;2;0;0;60;650.0;350.0;;1000.0;Apartamento
Apartamento;Engenho Novo;2;0;0;68;1200.0;310.0;48.0;1510.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;110;2200.0;700.0;2000.0;2900.0;Apartamento
Apartamento;Gávea;3;1;0;88;3500.0;1682.0;226.0;5182.0;Apartamento
Apartamento;Lagoa;3;0;1;140;8000.0;1564.0;430.0;9564.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;65;2500.0;665.0;;3165.0;Apartamento
Apartamento;Copacabana;1;0;0;50;2300.0;610.0;;2910.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;300;4500.0;1980.0;;6480.0;Apartamento
Apartamento;Copacabana;2;0;1;140;7800.0;1300.0;198.0;9100.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;80;2100.0;800.0;1800.0;2900.0;Apartamento
Apartamento;Maracanã;1;1;1;55;1700.0;566.0;84.0;2266.0;Apartamento
Apartamento;Flamengo;3;0;0;117;2500.0;600.0;200.0;3100.0;Apartamento
Apartamento;Botafogo;2;1;1;60;2500.0;1500.0;200.0;4000.0;Apartamento
Apartamento;Centro;2;0;0;90;2100.0;570.0;40.0;2670.0;Apartamento
Apartamento;Barra da Tijuca;4;4;4;276;8300.0;1550.0;;9850.0;Apartamento
Apartamento;Centro;2;0;0;56;1800.0;544.0;51.0;2344.0;Apartamento
Apartamento;Copacabana;3;1;2;120;6700.0;;;;Apartamento
Apartamento;Laranjeiras;1;0;0;55;2500.0;450.0;;2950.0;Apartamento
Apartamento;Campo Grande;2;1;0;50;780.0;120.0;;900.0;Apartamento
Apartamento;Leme;2;0;0;85;3800.0;690.0;;4490.0;Apartamento
Apartamento;Campo Grande;2;0;0;50;700.0;;;;Apartamento
Apartamento;Tijuca;3;2;1;125;2850.0;970.0;150.0;3820.0;Apartamento
Apartamento;Jardim Botânico;3;2;1;111;4100.0;1180.0;292.0;5280.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;60;2100.0;1200.0;150.0;3300.0;Apartamento
Apartamento;Barra da Tijuca;3;2;3;240;5000.0;1620.0;357.0;6620.0;Apartamento
Apartamento;Bento Ribeiro;2;2;0;69;1500.0;450.0;;1950.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;113;2900.0;981.0;27.0;3881.0;Apartamento
Apartamento;Copacabana;3;1;1;240;2600.0;944.0;517.0;3544.0;Apartamento
Apartamento;Ipanema;2;0;1;120;5500.0;1800.0;200.0;7300.0;Apartamento
Apartamento;Ipanema;3;1;1;170;6500.0;2554.0;;9054.0;Apartamento
Apartamento;Flamengo;1;0;1;79;2500.0;570.0;1530.0;3070.0;Apartamento
Apartamento;Vila Isabel;3;0;0;75;1700.0;528.0;74.0;2228.0;Apartamento
Apartamento;Leblon;3;1;2;93;5000.0;1400.0;;6400.0;Apartamento
Apartamento;Barra da Tijuca;1;1;1;45;1300.0;900.0;50.0;2200.0;Apartamento
Apartamento;Vila Isabel;1;2;0;54;1200.0;479.0;48.0;1679.0;Apartamento
Apartamento;Barra da Tijuca;2;2;1;111;4500.0;1600.0;300.0;6100.0;Apartamento
Apartamento;Taquara;2;1;0;52;1100.0;672.0;;1772.0;Apartamento
Apartamento;Laranjeiras;2;0;0;80;1650.0;900.0;80.0;2550.0;Apartamento
Apartamento;Vila Isabel;2;0;0;69;1400.0;100.0;47.0;1500.0;Apartamento
Apartamento;Ipanema;3;2;1;170;8000.0;2000.0;532.0;10000.0;Apartamento
Apartamento;Vila Isabel;1;1;0;54;1800.0;682.0;49.0;2482.0;Apartamento
Apartamento;Copacabana;4;0;1;60;3500.0;;;;Apartamento
Apartamento;Laranjeiras;3;0;0;75;3200.0;652.0;110.0;3852.0;Apartamento
Apartamento;Barra da Tijuca;5;4;5;400;10000.0;1500.0;5000.0;11500.0;Apartamento
Apartamento;Leblon;1;0;0;35;2100.0;700.0;120.0;2800.0;Apartamento
Apartamento;Tijuca;3;1;1;170;3200.0;1100.0;180.0;4300.0;Apartamento
Apartamento;Leblon;3;1;0;98;3500.0;1240.0;164.0;4740.0;Apartamento
Apartamento;Ipanema;1;0;1;40;3300.0;470.0;102.0;3770.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;2;79;1500.0;1002.0;;2502.0;Apartamento
Apartamento;Tijuca;1;1;0;60;1400.0;600.0;92.0;2000.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;126;5000.0;1800.0;3000.0;6800.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;233;10000.0;3200.0;;13200.0;Apartamento
Apartamento;Leblon;2;1;1;92;4500.0;1500.0;1000.0;6000.0;Apartamento
Apartamento;Ipanema;1;0;0;32;1300.0;645.0;99.0;1945.0;Apartamento
Apartamento;Recreio dos Bandeirantes;4;1;4;234;3800.0;1180.0;530.0;4980.0;Apartamento
Apartamento;Tijuca;1;1;0;40;1250.0;446.0;16.0;1696.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;107;3500.0;650.0;;4150.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;70;2300.0;775.0;;3075.0;Apartamento
Apartamento;Barra da Tijuca;3;1;1;87;1900.0;1302.0;;3202.0;Apartamento
Apartamento;Botafogo;2;1;2;80;4800.0;1220.0;299.0;6020.0;Apartamento
Apartamento;Copacabana;3;1;1;190;8500.0;1300.0;324.0;9800.0;Apartamento
Apartamento;Lagoa;4;2;1;200;7000.0;1557.0;;8557.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;140;4500.0;1587.0;357.0;6087.0;Apartamento
Apartamento;Ipanema;3;2;1;170;6300.0;2200.0;387.0;8500.0;Apartamento
Apartamento;Rio Comprido;2;0;1;50;2200.0;;200.0;;Apartamento
Apartamento;Barra da Tijuca;3;1;1;82;2500.0;1230.0;269.0;3730.0;Apartamento
Apartamento;Engenho Novo;2;0;0;60;900.0;400.0;170.0;1300.0;Apartamento
Apartamento;Barra da Tijuca;3;2;0;157;6500.0;1960.0;8982.0;8460.0;Apartamento
Apartamento;Portuguesa;3;0;1;106;1800.0;650.0;;2450.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;237;8500.0;3500.0;400.0;12000.0;Apartamento
Apartamento;Jardim Botânico;2;1;1;79;3000.0;1447.0;225.0;4447.0;Apartamento
Apartamento;Ipanema;1;0;1;55;2790.0;420.0;90.0;3210.0;Apartamento
Apartamento;Campo Grande;2;0;0;55;900.0;350.0;;1250.0;Apartamento
Apartamento;Vista Alegre;2;0;0;37;1100.0;;;;Apartamento
Apartamento;Barra da Tijuca;3;2;1;150;3600.0;1005.0;382.0;4605.0;Apartamento
Apartamento;Campo Grande;1;0;0;50;439.0;;;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;104;2200.0;1128.0;196.0;3328.0;Apartamento
Apartamento;Vila da Penha;2;1;0;85;1100.0;300.0;;1400.0;Apartamento
Apartamento;Barra da Tijuca;2;1;0;71;1600.0;1204.0;212.0;2804.0;Apartamento
Apartamento;Pechincha;2;1;0;78;1100.0;570.0;18.0;1670.0;Apartamento
Apartamento;Leme;2;0;1;86;4000.0;777.0;;4777.0;Apartamento
Apartamento;Jacarepaguá;3;1;1;70;1600.0;650.0;120.0;2250.0;Apartamento
Apartamento;Barra da Tijuca;2;2;1;100;5500.0;2200.0;300.0;7700.0;Apartamento
Apartamento;Praça da Bandeira;1;0;0;30;800.0;355.0;25.0;1155.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;76;1800.0;811.0;120.0;2611.0;Apartamento
Apartamento;Leblon;3;1;1;150;6700.0;1900.0;3500.0;8600.0;Apartamento
Apartamento;Urca;3;1;1;120;4300.0;2478.0;343.0;6778.0;Apartamento
Apartamento;Santa Teresa;3;1;0;148;2600.0;1430.0;;4030.0;Apartamento
Apartamento;Barra da Tijuca;4;2;2;115;3900.0;129880.0;358.0;133780.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;82;2100.0;1350.0;1100.0;3450.0;Apartamento
Apartamento;Lagoa;2;1;0;72;3400.0;1430.0;230.0;4830.0;Apartamento
Apartamento;Copacabana;3;1;1;200;4792.0;2800.0;208.0;7592.0;Apartamento
Apartamento;Copacabana;2;0;0;79;3000.0;933.0;142.0;3933.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;77;1700.0;1200.0;2031.0;2900.0;Apartamento
Apartamento;Jacarepaguá;3;1;2;73;1700.0;650.0;61.0;2350.0;Apartamento
Apartamento;Copacabana;3;1;1;110;8000.0;1100.0;390.0;9100.0;Apartamento
Apartamento;Leblon;2;1;1;93;5000.0;1400.0;2500.0;6400.0;Apartamento
Apartamento;Anil;2;1;0;56;1200.0;348.0;12.0;1548.0;Apartamento
Apartamento;Jardim Botânico;2;2;1;83;3500.0;1630.0;254.0;5130.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;60;1000.0;575.0;65.0;1575.0;Apartamento
Apartamento;Méier;2;1;0;78;1300.0;390.0;33.0;1690.0;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;3;122;2300.0;1330.0;257.0;3630.0;Apartamento
Apartamento;Tijuca;2;1;0;76;2100.0;1033.0;124.0;3133.0;Apartamento
Apartamento;Pechincha;1;0;0;60;1100.0;347.0;55.0;1447.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;60;2100.0;3079.0;;5179.0;Apartamento
Apartamento;Barra da Tijuca;3;1;1;96;3000.0;1230.0;100.0;4230.0;Apartamento
Apartamento;Cachambi;2;1;0;65;800.0;410.0;;1210.0;Apartamento
Apartamento;Flamengo;2;0;0;80;3000.0;785.0;141.0;3785.0;Apartamento
Apartamento;Grajaú;3;1;1;122;2250.0;1045.0;;3295.0;Apartamento
Apartamento;Lagoa;3;2;1;247;7000.0;1500.0;6438.0;8500.0;Apartamento
Apartamento;Jacarepaguá;2;1;0;41;1100.0;550.0;;1650.0;Apartamento
Apartamento;Leme;1;0;0;50;2100.0;425.0;26.0;2525.0;Apartamento
Apartamento;Cachambi;2;1;0;59;1300.0;655.0;36.0;1955.0;Apartamento
Apartamento;Campo Grande;2;1;0;48;720.0;;;;Apartamento
Apartamento;Barra da Tijuca;4;2;2;160;3900.0;2200.0;600.0;6100.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;108;4500.0;1764.0;6874.0;6264.0;Apartamento
Apartamento;Santa Teresa;1;0;1;55;2490.0;520.0;95.0;3010.0;Apartamento
Apartamento;São Conrado;2;1;1;100;2300.0;1050.0;170.0;3350.0;Apartamento
Apartamento;Barra da Tijuca;1;1;1;90;2350.0;1300.0;273.0;3650.0;Apartamento
Apartamento;Laranjeiras;1;0;0;49;1800.0;392.0;25.0;2192.0;Apartamento
Apartamento;Leme;3;1;0;103;3000.0;1080.0;222.0;4080.0;Apartamento
