Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor_Bruto;Tipo Agregado
Apartamento;Leblon;3;1;2;126;7000.0;2269.0;440.0;9269.0;Apartamento
Apartamento;Jacarepaguá;3;2;1;200;5500.0;1900.0;230.0;7400.0;Apartamento
Apartamento;Pechincha;2;1;0;54;1100.0;370.0;22.0;1470.0;Apartamento
Apartamento;Copacabana;2;1;0;60;2500.0;795.0;110.0;3295.0;Apartamento
Apartamento;Grajaú;2;1;1;85;1900.0;550.0;156.0;2450.0;Apartamento
Apartamento;Riachuelo;2;1;0;54;700.0;575.0;14.0;1275.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;80;1300.0;783.0;130.0;2083.0;Apartamento
Apartamento;Leblon;4;3;4;340;8000.0;3400.0;;11400.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;127;3800.0;1597.0;300.0;5397.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;100;2200.0;1291.0;;3491.0;Apartamento
Apartamento;Flamengo;3;1;1;230;8000.0;1850.0;450.0;9850.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;90;1700.0;740.0;;2440.0;Apartamento
Apartamento;Leblon;4;1;0;138;6800.0;1500.0;400.0;8300.0;Apartamento
Apartamento;Méier;2;1;1;99;1600.0;835.0;157.0;2435.0;Apartamento
Apartamento;Centro;1;0;0;34;900.0;400.0;;1300.0;Apartamento
Apartamento;Barra da Tijuca;1;0;0;60;2800.0;610.0;;3410.0;Apartamento
Apartamento;Copacabana;1;0;0;30;1900.0;385.0;62.0;2285.0;Apartamento
Apartamento;Realengo;2;1;0;50;700.0;50.0;;750.0;Apartamento
Apartamento;Barra da Tijuca;1;1;1;43;3500.0;2660.0;253.0;6160.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;250;8500.0;3300.0;750.0;11800.0;Apartamento
Apartamento;Copacabana;2;0;0;70;3300.0;900.0;92.0;4200.0;Apartamento
Apartamento;Leblon;3;1;0;82;2900.0;1100.0;;4000.0;Apartamento
Apartamento;Barra da Tijuca;4;3;2;430;7000.0;3300.0;900.0;10300.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;240;8500.0;3300.0;;11800.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;78;2500.0;1240.0;;3740.0;Apartamento
Apartamento;Andaraí;3;0;0;104;1600.0;680.0;136.0;2280.0;Apartamento
Apartamento;Flamengo;4;0;1;148;4000.0;1200.0;212.0;5200.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;2;110;2200.0;653.0;273.0;2853.0;Apartamento
Apartamento;Ipanema;2;1;1;85;3500.0;850.0;;4350.0;Apartamento
Apartamento;Botafogo;3;2;2;130;4200.0;1320.0;262.0;5520.0;Apartamento
Apartamento;Jardim Botânico;2;1;0;60;3000.0;700.0;114.0;3700.0;Apartamento
Apartamento;Copacabana;2;0;0;72;2400.0;850.0;25.0;3250.0;Apartamento
Apartamento;Copacabana;1;0;0;50;2400.0;550.0;100.0;2950.0;Apartamento
Apartamento;Cachambi;2;0;0;80;1100.0;440.0;13.0;1540.0;Apartamento
Apartamento;São Conrado;4;2;1;252;7500.0;1500.0;543.0;9000.0;Apartamento
Apartamento;Jardim Guanabara;3;3;1;148;2500.0;776.0;;3276.0;Apartamento
Apartamento;Campo Grande;2;1;0;47;850.0;350.0;;1200.0;Apartamento
Apartamento;Barra da Tijuca;4;2;1;189;8000.0;;;;Apartamento
Apartamento;Tijuca;2;1;1;74;1750.0;700.0;51.0;2450.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;1600.0;810.0;95.0;2410.0;Apartamento
Apartamento;Irajá;2;0;0;40;1200.0;270.0;;1470.0;Apartamento
Apartamento;Botafogo;2;0;0;63;2300.0;494.0;;2794.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;70;2000.0;1750.0;;3750.0;Apartamento
Apartamento;Leme;2;1;1;150;6400.0;1600.0;261.0;8000.0;Apartamento
Apartamento;Tijuca;1;1;0;72;1600.0;572.0;;2172.0;Apartamento
Apartamento;Tijuca;3;1;1;100;2200.0;600.0;70.0;2800.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);4;2;2;172;3000.0;1400.0;283.0;4400.0;Apartamento
Apartamento;Piedade;3;1;1;90;1200.0;;124.0;;Apartamento
Apartamento;Copacabana;2;0;0;73;2500.0;700.0;154.0;3200.0;Apartamento
Apartamento;Barra da Tijuca;4;0;1;195;7000.0;2300.0;700.0;9300.0;Apartamento
Apartamento;Taquara;2;1;0;49;1000.0;500.0;140.0;1500.0;Apartamento
Apartamento;Leblon;5;4;3;350;8900.0;1870.0;;10770.0;Apartamento
Apartamento;Copacabana;1;0;0;36;1600.0;440.0;66030.0;2040.0;Apartamento
Apartamento;Campo Grande;2;0;1;50;1000.0;300.0;;1300.0;Apartamento
Apartamento;Tijuca;3;2;1;122;3000.0;1135.0;;4135.0;Apartamento
Apartamento;Laranjeiras;3;0;0;107;2800.0;970.0;188.0;3770.0;Apartamento
Apartamento;Jacarepaguá;1;0;1;30;2000.0;;;;Apartamento
Apartamento;Jacarepaguá;2;1;1;67;3500.0;1554.0;886.0;5054.0;Apartamento
Apartamento;Vila Isabel;2;1;0;70;1300.0;100.0;64.0;1400.0;Apartamento
Apartamento;Tijuca;3;1;1;108;2500.0;1336.0;;3836.0;Apartamento
Apartamento;Tijuca;3;1;0;150;3300.0;661.0;;3961.0;Apartamento
Apartamento;Humaitá;3;0;0;82;2200.0;386.0;141.0;2586.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;98;2100.0;700.0;70.0;2800.0;Apartamento
Apartamento;Ipanema;1;0;0;70;2900.0;500.0;58.0;3400.0;Apartamento
Apartamento;Flamengo;1;0;0;43;1900.0;412.0;;2312.0;Apartamento
Apartamento;Ipanema;3;1;1;140;7200.0;2900.0;550.0;10100.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);1;1;0;67;1000.0;470.0;16.0;1470.0;Apartamento
Apartamento;Copacabana;3;2;1;250;7000.0;1800.0;346.0;8800.0;Apartamento
Apartamento;Tijuca;2;1;1;85;1500.0;1160.0;88.0;2660.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;80;1700.0;750.0;80.0;2450.0;Apartamento
Apartamento;Ipanema;3;1;1;85;3500.0;850.0;;4350.0;Apartamento
Apartamento;Pechincha;2;1;1;86;1300.0;592.0;95.0;1892.0;Apartamento
Apartamento;Copacabana;1;0;0;40;1400.0;450.0;;1850.0;Apartamento
Apartamento;Leme;2;0;0;75;2800.0;918.0;;3718.0;Apartamento
Apartamento;Centro;1;0;0;34;1500.0;480.0;25.0;1980.0;Apartamento
Apartamento;Jacarepaguá;1;1;0;55;900.0;480.0;40.0;1380.0;Apartamento
Apartamento;Botafogo;1;1;1;54;3200.0;1124.0;101.0;4324.0;Apartamento
Apartamento;Rocha Miranda;1;0;0;44;750.0;;;;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;2;110;3300.0;1250.0;2500.0;4550.0;Apartamento
Apartamento;Flamengo;3;1;0;125;3300.0;1300.0;160.0;4600.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;2200.0;1080.0;199.0;3280.0;Apartamento
Apartamento;Tijuca;2;1;1;85;1600.0;800.0;771.0;2400.0;Apartamento
Apartamento;Tijuca;2;1;0;70;1400.0;600.0;117.0;2000.0;Apartamento
Apartamento;Península;3;2;1;127;3300.0;1900.0;320.0;5200.0;Apartamento
Apartamento;Grajaú;2;1;1;64;2500.0;500.0;;3000.0;Apartamento
Apartamento;Ipanema;3;1;2;90;6000.0;800.0;174.0;6800.0;Apartamento
Apartamento;Ipanema;3;1;0;120;3500.0;1500.0;228.0;5000.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;3;180;2500.0;1050.0;718.0;3550.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;100;2500.0;1485.0;257.0;3985.0;Apartamento
Apartamento;Leme;3;1;1;110;8000.0;650.0;2620.0;8650.0;Apartamento
Apartamento;Barra da Tijuca;3;2;3;114;1600.0;1337.0;;2937.0;Apartamento
Apartamento;Cachambi;1;1;0;45;700.0;210.0;;910.0;Apartamento
Apartamento;Leblon;2;2;1;140;10000.0;2900.0;900.0;12900.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;0;1;110;1800.0;770.0;150.0;2570.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;98;2200.0;632.0;125.0;2832.0;Apartamento
Apartamento;Campo Grande;2;1;0;48;500.0;320.0;2.0;820.0;Apartamento
Apartamento;Tijuca;3;1;1;130;1600.0;720.0;128.0;2320.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;54;2500.0;1690.0;;4190.0;Apartamento
Apartamento;Barra da Tijuca;4;2;2;210;5000.0;2300.0;760.0;7300.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;85;1600.0;704.0;146.0;2304.0;Apartamento
Apartamento;Vila Isabel;2;0;1;90;900.0;200.0;45.0;1100.0;Apartamento
Apartamento;Barra da Tijuca;4;3;2;220;7500.0;2750.0;650.0;10250.0;Apartamento
Apartamento;Barra da Tijuca;3;0;0;118;3700.0;1350.0;413.0;5050.0;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;4;202;3500.0;1300.0;550.0;4800.0;Apartamento
Apartamento;Leblon;2;1;1;70;4200.0;1050.0;278.0;5250.0;Apartamento
Apartamento;Ipanema;3;1;0;105;5400.0;1200.0;2000.0;6600.0;Apartamento
Apartamento;Copacabana;2;0;0;79;2700.0;770.0;25.0;3470.0;Apartamento
Apartamento;Rocha;2;1;0;51;750.0;624.0;16.0;1374.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;240;10000.0;2600.0;6000.0;12600.0;Apartamento
Apartamento;Gávea;3;0;1;120;2700.0;880.0;238.0;3580.0;Apartamento
Apartamento;Gávea;3;1;1;92;3800.0;938.0;322.0;4738.0;Apartamento
Apartamento;Tijuca;1;1;0;41;1300.0;496.0;24.0;1796.0;Apartamento
Apartamento;Campo Grande;2;1;1;56;1300.0;495.0;;1795.0;Apartamento
Apartamento;Campo Grande;2;1;0;45;500.0;220.0;;720.0;Apartamento
Apartamento;Urca;3;1;0;125;4200.0;1247.0;;5447.0;Apartamento
Apartamento;Campo Grande;3;0;0;68;800.0;270.0;;1070.0;Apartamento
Apartamento;Centro;1;0;0;20;800.0;338.0;20.0;1138.0;Apartamento
Apartamento;Barra da Tijuca;4;2;1;115;2800.0;1800.0;250.0;4600.0;Apartamento
Apartamento;Copacabana;1;0;0;36;1500.0;550.0;;2050.0;Apartamento
Apartamento;Bancários;3;1;1;100;1600.0;250.0;80.0;1850.0;Apartamento
Apartamento;Barra da Tijuca;4;3;1;187;5000.0;1742.0;498.0;6742.0;Apartamento
Apartamento;Leblon;2;1;1;110;7500.0;1700.0;;9200.0;Apartamento
Apartamento;Ipanema;3;2;1;140;5000.0;2500.0;600.0;7500.0;Apartamento
Apartamento;Todos os Santos;2;1;0;70;1550.0;615.0;49.0;2165.0;Apartamento
Apartamento;Barra da Tijuca;3;2;3;120;4000.0;1450.0;370.0;5450.0;Apartamento
Apartamento;Botafogo;1;0;0;33;1500.0;500.0;29.0;2000.0;Apartamento
Apartamento;Copacabana;3;2;0;210;6600.0;1300.0;296.0;7900.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;78;1800.0;1300.0;110.0;3100.0;Apartamento
Apartamento;Flamengo;3;1;1;140;3000.0;2300.0;380.0;5300.0;Apartamento
Apartamento;Botafogo;3;2;1;135;5000.0;1650.0;280.0;6650.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;105;1300.0;890.0;160.0;2190.0;Apartamento
Apartamento;Campo Grande;2;1;0;50;600.0;200.0;;800.0;Apartamento
Apartamento;Copacabana;2;2;1;78;3000.0;714.0;80.0;3714.0;Apartamento
Apartamento;São Cristóvão;1;0;0;45;700.0;270.0;20.0;970.0;Apartamento
Apartamento;Lagoa;2;2;1;90;6500.0;2600.0;290.0;9100.0;Apartamento
Apartamento;Copacabana;3;1;0;100;2800.0;1100.0;150.0;3900.0;Apartamento
Apartamento;Lins de Vasconcelos;3;1;0;82;1000.0;580.0;;1580.0;Apartamento
Apartamento;Barra da Tijuca;4;1;0;140;3500.0;1000.0;361.0;4500.0;Apartamento
Apartamento;São Conrado;2;1;1;83;3000.0;750.0;400.0;3750.0;Apartamento
Apartamento;Copacabana;1;0;1;51;2000.0;695.0;215.0;2695.0;Apartamento
Apartamento;Humaitá;3;0;0;88;2100.0;900.0;120.0;3000.0;Apartamento
Apartamento;Leblon;3;2;2;150;9500.0;2720.0;700.0;12220.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;104;2000.0;940.0;210.0;2940.0;Apartamento
Apartamento;Flamengo;2;0;0;100;3200.0;800.0;200.0;4000.0;Apartamento
Apartamento;Catete;2;0;0;70;2300.0;300.0;;2600.0;Apartamento
Apartamento;Campo Grande;1;0;0;40;490.0;;;;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;1;83;2200.0;620.0;142.0;2820.0;Apartamento
Apartamento;Copacabana;3;0;0;100;2400.0;1250.0;157.0;3650.0;Apartamento
Apartamento;Senador Vasconcelos;2;1;1;60;1000.0;;;;Apartamento
Apartamento;Copacabana;1;0;0;38;2700.0;570.0;300.0;3270.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;116;3000.0;1480.0;3066.0;4480.0;Apartamento
Apartamento;Tijuca;1;1;0;63;1400.0;590.0;55.0;1990.0;Apartamento
Apartamento;Arpoador;2;1;1;161;4500.0;1581.0;425.0;6081.0;Apartamento
Apartamento;Lagoa;3;2;1;145;9900.0;2950.0;450.0;12850.0;Apartamento
Apartamento;Méier;3;1;1;120;2000.0;796.0;172.0;2796.0;Apartamento
Apartamento;Campo Grande;2;1;0;48;750.0;;;;Apartamento
Apartamento;Irajá;2;0;0;43;600.0;235.0;;835.0;Apartamento
Apartamento;Jacarepaguá;2;1;0;48;900.0;300.0;11.0;1200.0;Apartamento
Apartamento;Copacabana;3;0;0;117;3900.0;1126.0;208.0;5026.0;Apartamento
Apartamento;Copacabana;3;1;0;92;2380.0;1100.0;;3480.0;Apartamento
Apartamento;Copacabana;3;1;0;130;3400.0;1500.0;320.0;4900.0;Apartamento
Apartamento;Méier;3;1;0;78;1000.0;650.0;700.0;1650.0;Apartamento
Apartamento;Laranjeiras;3;1;1;260;7700.0;2000.0;800.0;9700.0;Apartamento
Apartamento;Ipanema;3;1;1;120;7000.0;2200.0;387.0;9200.0;Apartamento
Apartamento;Copacabana;3;0;1;120;3400.0;1400.0;230.0;4800.0;Apartamento
Apartamento;Flamengo;3;1;3;220;8500.0;1500.0;700.0;10000.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;60;850.0;912.0;148.0;1762.0;Apartamento
Apartamento;Tijuca;2;1;0;64;1850.0;536.0;86.0;2386.0;Apartamento
Apartamento;Engenho Novo;2;0;0;78;1300.0;;16.0;;Apartamento
Apartamento;Copacabana;1;0;0;40;3500.0;1750.0;30.0;5250.0;Apartamento
Apartamento;Copacabana;3;1;1;125;5000.0;1390.0;200.0;6390.0;Apartamento
Apartamento;Curicica;1;0;0;45;950.0;150.0;;1100.0;Apartamento
Apartamento;Copacabana;2;0;0;80;3200.0;791.0;114.0;3991.0;Apartamento
Apartamento;Flamengo;4;1;2;220;5000.0;1500.0;389.0;6500.0;Apartamento
Apartamento;Centro;1;0;0;30;900.0;415.0;23.0;1315.0;Apartamento
Apartamento;Copacabana;1;0;0;21;2000.0;;;;Apartamento
Apartamento;São Conrado;4;2;1;220;5550.0;2125.0;3450.0;7675.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;160;2500.0;1120.0;;3620.0;Apartamento
Apartamento;Copacabana;2;2;1;90;4700.0;1100.0;330.0;5800.0;Apartamento
Apartamento;Jardim Guanabara;5;2;4;317;3900.0;550.0;457.0;4450.0;Apartamento
Apartamento;Camorim;3;1;0;68;1100.0;418.0;35.0;1518.0;Apartamento
Apartamento;Botafogo;2;1;0;75;2100.0;500.0;126.0;2600.0;Apartamento
Apartamento;Irajá;3;1;0;125;1410.0;275.0;;1685.0;Apartamento
Apartamento;Copacabana;3;0;2;130;4500.0;950.0;1900.0;5450.0;Apartamento
Apartamento;Pechincha;3;1;1;67;1600.0;650.0;89.0;2250.0;Apartamento
Apartamento;Flamengo;3;1;0;82;2800.0;580.0;;3380.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;85;2100.0;1200.0;168.0;3300.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;77;1200.0;480.0;74.0;1680.0;Apartamento
Apartamento;Copacabana;2;0;0;150;6000.0;;;;Apartamento
Apartamento;Barra da Tijuca;2;1;1;100;4500.0;3000.0;;7500.0;Apartamento
Apartamento;Laranjeiras;3;1;1;130;4500.0;1600.0;180.0;6100.0;Apartamento
Apartamento;Lagoa;3;2;1;134;5000.0;1810.0;624.0;6810.0;Apartamento
Apartamento;Barra da Tijuca;1;2;1;71;2100.0;1730.0;160.0;3830.0;Apartamento
Apartamento;Jardim Guanabara;2;1;0;87;1150.0;570.0;;1720.0;Apartamento
Apartamento;São Conrado;2;1;0;80;3000.0;1050.0;;4050.0;Apartamento
Apartamento;Laranjeiras;2;0;0;73;2000.0;650.0;125.0;2650.0;Apartamento
Apartamento;Leblon;4;2;1;155;6500.0;1100.0;4100.0;7600.0;Apartamento
Apartamento;Barra da Tijuca;3;1;1;93;2800.0;1431.0;272.0;4231.0;Apartamento
Apartamento;Barra da Tijuca;3;1;0;120;3250.0;1650.0;180.0;4900.0;Apartamento
Apartamento;Grajaú;2;1;1;70;2100.0;920.0;150.0;3020.0;Apartamento
Apartamento;Ipanema;1;1;0;57;2970.0;880.0;129.0;3850.0;Apartamento
Apartamento;Copacabana;1;0;0;52;3500.0;2055.0;;5555.0;Apartamento
Apartamento;Copacabana;1;0;0;35;3000.0;;;;Apartamento
Apartamento;Anil;3;2;3;77;3000.0;607.0;;3607.0;Apartamento
Apartamento;Campo Grande;3;1;0;90;2000.0;755.0;;2755.0;Apartamento
Apartamento;Centro;1;1;0;46;1100.0;560.0;490.0;1660.0;Apartamento
Apartamento;Botafogo;3;1;0;101;5100.0;1310.0;;6410.0;Apartamento
Apartamento;Copacabana;3;1;1;90;3200.0;1193.0;118.0;4393.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;0;1;80;2200.0;780.0;200.0;2980.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;87;2300.0;750.0;138.0;3050.0;Apartamento
Apartamento;Recreio dos Bandeirantes;1;1;0;77;1900.0;471.0;;2371.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;94;2500.0;1300.0;3100.0;3800.0;Apartamento
Apartamento;Jacarepaguá;2;1;0;50;800.0;490.0;39.0;1290.0;Apartamento
Apartamento;Barra da Tijuca;2;2;2;131;1800.0;1605.0;393.0;3405.0;Apartamento
Apartamento;Flamengo;2;0;0;70;2400.0;739.0;136.0;3139.0;Apartamento
Apartamento;Flamengo;4;1;2;360;5000.0;2200.0;6236.0;7200.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;3;200;3950.0;1100.0;450.0;5050.0;Apartamento
Apartamento;Botafogo;1;0;1;100;3700.0;;;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;90;3300.0;1250.0;1047.0;4550.0;Apartamento
Apartamento;Tanque;3;1;1;78;1500.0;688.0;;2188.0;Apartamento
Apartamento;Urca;3;1;0;250;6000.0;2200.0;;8200.0;Apartamento
Apartamento;Bonsucesso;2;1;0;90;1300.0;;;;Apartamento
Apartamento;São Conrado;2;2;1;115;4200.0;2200.0;250.0;6400.0;Apartamento
Apartamento;Barra da Tijuca;3;3;0;130;6500.0;2810.0;700.0;9310.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;86;2100.0;850.0;160.0;2950.0;Apartamento
Apartamento;São Francisco Xavier;2;1;1;64;1100.0;623.0;55.0;1723.0;Apartamento
Apartamento;São Conrado;2;2;1;96;3500.0;1000.0;200.0;4500.0;Apartamento
Apartamento;Cascadura;2;1;0;65;780.0;452.0;;1232.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;55;1100.0;850.0;140.0;1950.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;50;1700.0;1000.0;150.0;2700.0;Apartamento
Apartamento;Copacabana;1;0;0;56;1100.0;920.0;;2020.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;88;2200.0;1413.0;230.0;3613.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;77;1600.0;770.0;108.0;2370.0;Apartamento
Apartamento;Ipanema;3;1;1;170;7900.0;2600.0;;10500.0;Apartamento
Apartamento;Botafogo;3;1;2;82;4400.0;1100.0;240.0;5500.0;Apartamento
Apartamento;Cachambi;2;0;0;74;900.0;295.0;13.0;1195.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;240;8000.0;4877.0;1114.0;12877.0;Apartamento
Apartamento;Pavuna;1;1;0;50;600.0;;;;Apartamento
Apartamento;Campo Grande;2;0;0;60;1100.0;300.0;;1400.0;Apartamento
Apartamento;São Conrado;2;1;2;83;2700.0;739.0;;3439.0;Apartamento
Apartamento;Catete;1;0;0;22;900.0;446.0;;1346.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;2;1;85;1500.0;675.0;;2175.0;Apartamento
Apartamento;Cosmos;2;1;0;65;600.0;225.0;;825.0;Apartamento
Apartamento;Vila Isabel;2;1;0;60;1200.0;450.0;77.0;1650.0;Apartamento
Apartamento;Flamengo;1;0;0;44;1500.0;661.0;26.0;2161.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;126;4800.0;1800.0;4000.0;6600.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;0;0;68;1500.0;650.0;63.0;2150.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;90;1700.0;759.0;106.0;2459.0;Apartamento
Apartamento;Leblon;3;1;1;115;5000.0;700.0;400.0;5700.0;Apartamento
Apartamento;Ipanema;2;0;0;76;3800.0;1200.0;;5000.0;Apartamento
Apartamento;Pechincha;3;1;1;107;1600.0;900.0;164.0;2500.0;Apartamento
Apartamento;Tijuca;2;1;0;90;1700.0;746.0;100.0;2446.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;79;1600.0;735.0;74.0;2335.0;Apartamento
Apartamento;Copacabana;3;3;2;207;8000.0;1500.0;620.0;9500.0;Apartamento
Apartamento;Bonsucesso;2;0;0;49;850.0;250.0;;1100.0;Apartamento
Apartamento;Ipanema;1;0;0;40;2800.0;653.0;103.0;3453.0;Apartamento
Apartamento;Flamengo;3;0;0;120;3500.0;1100.0;;4600.0;Apartamento
Apartamento;Tijuca;2;1;0;72;1700.0;448.0;;2148.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;184;3000.0;1650.0;264.0;4650.0;Apartamento
Apartamento;Laranjeiras;1;0;1;90;3300.0;1490.0;100.0;4790.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;86;1800.0;585.0;142.0;2385.0;Apartamento
Apartamento;Copacabana;3;1;0;190;9500.0;2000.0;2000.0;11500.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;0;0;75;1200.0;663.0;;1863.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;1;317;2500.0;1349.0;;3849.0;Apartamento
Apartamento;Copacabana;1;0;1;62;1700.0;764.0;129.0;2464.0;Apartamento
Apartamento;Santa Teresa;3;1;0;77;1750.0;542.0;34.0;2292.0;Apartamento
Apartamento;Copacabana;2;0;0;90;2100.0;800.0;97.0;2900.0;Apartamento
Apartamento;Botafogo;2;0;0;80;2500.0;1100.0;;3600.0;Apartamento
Apartamento;Humaitá;2;0;0;68;2200.0;590.0;120.0;2790.0;Apartamento
Apartamento;Leblon;3;1;2;120;5500.0;2500.0;290.0;8000.0;Apartamento
Apartamento;Tijuca;1;1;0;31;1300.0;530.0;25.0;1830.0;Apartamento
Apartamento;Tijuca;2;1;1;85;1300.0;636.0;88.0;1936.0;Apartamento
Apartamento;Copacabana;4;1;0;260;4500.0;1980.0;633.0;6480.0;Apartamento
Apartamento;Copacabana;3;0;1;127;3500.0;900.0;;4400.0;Apartamento
Apartamento;Leblon;2;1;1;110;8000.0;2300.0;282.0;10300.0;Apartamento
Apartamento;Vila Isabel;2;1;0;85;1800.0;456.0;101.0;2256.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;100;2000.0;904.0;263.0;2904.0;Apartamento
Apartamento;Barra da Tijuca;2;1;2;80;2800.0;1130.0;;3930.0;Apartamento
Apartamento;Bonsucesso;2;0;0;75;800.0;409.0;;1209.0;Apartamento
Apartamento;Tauá;2;1;0;64;1400.0;420.0;67.0;1820.0;Apartamento
Apartamento;Ipanema;3;2;1;117;6000.0;2200.0;4950.0;8200.0;Apartamento
Apartamento;Catete;2;0;0;80;2200.0;450.0;70.0;2650.0;Apartamento
Apartamento;Recreio dos Bandeirantes;1;1;1;80;2490.0;900.0;1500.0;3390.0;Apartamento
Apartamento;Santo Cristo;1;1;0;27;800.0;120.0;;920.0;Apartamento
Apartamento;Barra da Tijuca;5;4;5;400;10000.0;1500.0;6000.0;11500.0;Apartamento
Apartamento;Vila Isabel;2;0;0;81;1200.0;490.0;48.0;1690.0;Apartamento
Apartamento;Copacabana;3;1;0;100;3500.0;700.0;200.0;4200.0;Apartamento
Apartamento;Moneró;2;1;0;80;2000.0;150.0;92.0;2150.0;Apartamento
Apartamento;Ipanema;3;2;0;150;6000.0;1725.0;410.0;7725.0;Apartamento
Apartamento;Copacabana;3;1;0;140;2500.0;1550.0;288.0;4050.0;Apartamento
Apartamento;Olaria;2;0;0;80;800.0;275.0;;1075.0;Apartamento
Apartamento;Jacarepaguá;2;1;0;50;850.0;300.0;13.0;1150.0;Apartamento
Apartamento;Méier;2;1;0;72;1100.0;300.0;;1400.0;Apartamento
Apartamento;Cosme Velho;4;2;1;150;4500.0;1800.0;258.0;6300.0;Apartamento
Apartamento;Taquara;3;1;1;67;1990.0;500.0;;2490.0;Apartamento
Apartamento;Ipanema;3;1;1;116;5000.0;1600.0;316.0;6600.0;Apartamento
Apartamento;Ipanema;2;1;2;80;7000.0;4038.0;271.0;11038.0;Apartamento
Apartamento;Península;3;1;1;93;3900.0;1600.0;200.0;5500.0;Apartamento
Apartamento;Copacabana;2;2;1;100;3600.0;750.0;150.0;4350.0;Apartamento
Apartamento;Grajaú;2;1;1;76;1300.0;803.0;81.0;2103.0;Apartamento
Apartamento;Flamengo;2;1;0;110;2400.0;1224.0;195.0;3624.0;Apartamento
Apartamento;Humaitá;2;1;1;100;3800.0;950.0;215.0;4750.0;Apartamento
Apartamento;Copacabana;2;1;0;60;2500.0;847.0;135.0;3347.0;Apartamento
Apartamento;Vila Isabel;2;1;0;77;1250.0;480.0;63.0;1730.0;Apartamento
Apartamento;Leme;2;0;0;85;4500.0;700.0;216.0;5200.0;Apartamento
Apartamento;Copacabana;1;0;1;57;1690.0;700.0;;2390.0;Apartamento
Apartamento;Barra da Tijuca;3;2;3;150;5000.0;800.0;520.0;5800.0;Apartamento
Apartamento;Barra da Tijuca;2;2;2;208;3700.0;2300.0;780.0;6000.0;Apartamento
Apartamento;Leblon;2;2;2;100;4900.0;2600.0;617.0;7500.0;Apartamento
Apartamento;Copacabana;4;1;0;120;3500.0;1150.0;;4650.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;1;180;4000.0;600.0;3800.0;4600.0;Apartamento
